client_id,client_name,account_track,region,lob,offering,source,industry,master_client_id
1501,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
1275,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
1854,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
399,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
522,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
279,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
465,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
914,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1847,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
1437,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
502,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
371,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1174,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
1791,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
749,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1365,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
1676,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
1757,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
34,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
815,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
1424,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
664,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
535,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1600,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
518,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
1218,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
225,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
101,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
716,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1400,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1436,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1981,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
623,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
606,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
198,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1195,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
123,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1896,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
116,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1581,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
831,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
816,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
1234,Retail - F21 (Amit 1/5),Retail - F21 (Amit 1/5),Middle-East,Digital Engineering Consulting,AInsightOps,Partner,Retail,22
958,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
873,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
212,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
206,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1853,Vanderlande,Vanderlande-Vanderlande,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Logistics,32
1595,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1146,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
2000,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1095,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
388,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
1639,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
833,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
803,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
1707,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
808,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
1617,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
1551,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
769,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
1887,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
1925,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
469,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
1382,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
680,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1543,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
1316,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
2033,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
4,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
267,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
160,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
341,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1046,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
965,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1078,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
1794,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
999,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
881,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
1810,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1143,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
2006,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1622,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1452,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
1012,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
1406,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1811,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1610,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
578,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
582,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
94,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
74,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1304,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
456,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
998,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1662,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1108,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
867,London Stock Exchange Group,London Stock Exchange Group,India,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,16
1126,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
392,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
302,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1253,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
922,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1080,NAB,NAB,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,20
1824,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
762,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1252,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
1283,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
102,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
565,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
666,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
317,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1651,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1134,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
249,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
145,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
119,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1371,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
328,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1700,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
789,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
162,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1521,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
693,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
458,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
415,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
828,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
562,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1556,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
214,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1128,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
64,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1403,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
2029,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1160,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
953,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
402,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
1169,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
92,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
320,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1627,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1593,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
976,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1033,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
916,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1961,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
151,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1569,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
1260,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
1821,Toyota - TCIN,Toyota - TCIN-Toyota - TCIN,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Manufacturing,31
1196,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
1162,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
337,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
396,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
300,Astra,Astra- Conglomerate,Indonesia,Digital Engineering Consulting,Data ,Partner,Conglomerate,6
1697,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
432,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
126,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
130,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
787,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
574,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
1918,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
78,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
50,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
54,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
517,FlyDubai,FlyDubai,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Travel,10
624,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
811,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
621,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
1484,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
136,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
89,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
700,JSW Cement,JSW Cement,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Manufacturing,13
1572,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
80,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1017,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
187,Allianz,Delivery,Indonesia,Digital Engineering Delivery,Cloud and Devops,Reference,BFSI,3
1756,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
1665,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
256,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
468,CBA,CBA,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,9
1520,TTEC,TTEC-TTEC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,28
995,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
1485,TBA Specmatic,TBA Specmatic-TBA Specmatic,Australia,Digital Engineering Consulting,Technical Enablement,Partner,,27
1703,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
990,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
614,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
1566,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
1586,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1634,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1602,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
3,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
1920,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
660,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
537,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
757,KPC,KPC-Mining,Indonesia,Digital Engineering Consulting,Data and AI,Partner,Mining,14
1967,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
860,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
827,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
1628,ThoughtWorks,Digital Delivery -Telkomcel,Indonesia,Digital Engineering Delivery,DevOps & QA,Partner,Telecom,30
287,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
1935,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
1641,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
863,Kedaara,Kedaara-AI,India,Digital Engineering Delivery,AI Consulting ,Reference,PE,15
923,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
235,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1310,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1761,ThoughtWorks,Digital Delivery -Gilead,India,Digital Engineering Delivery,Cloud and Devops,Partner,System Integrator,30
1112,Piramal,Digital Engineering,India,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,21
372,Axis Bank,Axis Bank-Axis Bank,India,Digital Biz Consulting,AInsightOps,Direct Sales,BFSI,7
1614,ThoughtWorks,ThoughtWorks-Subash,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
1339,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
1274,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
2060,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1297,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
31,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
1975,Westpac,Westpac-Westpac,Australia,Digital Engineering Consulting,Technical Enablement,Partner,BFSI,35
1930,Wells Fargo,Wells Fargo-Wells Fargo,Australia,Digital Engineering Consulting,Data and AI,Direct Sales,,34
532,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
530,Gtech,Gtech-Turnkey Data,Indonesia,Digital Engineering Consulting,Technical Enablement,Reference,,11
118,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1045,Micro Labs,Micro Labs,India,Digital Biz Consulting,HR Alignment,LeadGen,Pharma,19
226,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
152,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1687,ThoughtWorks,ThoughtWorks-Ayush,India,Digital Engineering Delivery,Delivery,Partner,System Integrator,30
389,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
234,Amaan Minarals,Amaan Minarals-Mining,Indonesia,Digital Engineering Consulting,Date and AI,Partner,PE,4
1544,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
611,Indigenesis,Indigenesis-Finky,Middle-East,Digital Biz Consulting,Digital Transformation,Direct Sales,BFSI,12
604,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
77,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
1396,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
266,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
1276,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
37,ANSR,ANSR-ANSR,India,Digital Biz Consulting,DT,Direct Sales,PE,1
981,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
650,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
2019,XL Axiata,XL Axiata-XL Axiata,Indonesia,Digital Engineering Consulting,Technical Enablement,Partner,Telecom,36
1565,Tata Consumer,Tata Consumer-Tata Consumer,India,Digital Biz Consulting,Agile Coaching,Partner,Consumer,29
792,Kedaara,Kedaara-PE,India,Digital Engineering Delivery,Mobile App Dev,Reference,PE,15
387,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
146,Allianz,Agile Coaching,Philippines ,Digital Biz Consulting,TC,Direct Sales,BFSI,3
1883,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
268,Amartha,Amartha-Golang,Indonesia,Digital Engineering Delivery,Delivery,Direct Sales,BFSI,5
1295,Sacoor Brothers,Sacoor Brothers-HR,Middle-East,Digital Engineering Consulting,AInsightOps,Direct Sales,Retail,23
1197,Piramal,Data Engineering,India,Digital Engineering Delivery,Data and AI,Direct Sales,BFSI,21
668,Indigenesis,Indigenesis-GCC,India,Digital Biz Consulting,Digital Transformation,Direct Sales,IT,12
1873,Ventana Ventures,Ventana Ventures-Ventana Ventures,India,Digital Biz Consulting,Digital Transformation,Direct Sales,Services,33
1399,TBA LeadoC 2,TBA LeadoC 2-TBA LeadoC 2,Australia,Digital Engineering Consulting,Technical Enablement,Direct Sales,,26
1369,TBA LeadoC,TBA LeadoC-TBA LeadoC,Australia,Digital Engineering Consulting,Cloud and Devops,Direct Sales,,25
966,Malabar Gold,Malabar Gold-Dubai,Middle-East,Digital Biz Consulting,Digital Transformation,Partner,Retail,18
70,Adani Green,Adani Green-Safety,India,Digital Engineering Consulting,AInsightOps,Direct Sales,Energy,2
425,BFI,BFI-BFI,Indonesia,Digital Biz Consulting,DT,Partner,BFSI,8
943,MPH,MPH,Philippines ,Digital Biz Consulting,DT,Partner ,Healthcare,17
1299,Sprinto,Sprinto-Sprinto,India,Digital Biz Consulting,HR Alignment,LeadGen,IT,24
